part_number,manufacturer,condition,price,quantity,status,description
MPG Infinite X3 AI 2NVV9-878EU,MSI,NEW,3575.6,5,ON-SITE,MSI MPG Infinite X3 AI 2NVV9-878EU Core Ultra 9 285K 32GB DDR5 2TB SSD GeForce RTX 5080 VENTUS 3X OC 16GB AX211 (Wi-Fi 6E) Bluetooth 5.3 850W Windows 11 Black 2Y
90YE0018PL,Lenovo,NEW,1721.76,5,ON-SITE,Lenovo Legion T5 30IAX10 Intel Core Ultra 7 255HX 32 GB DDR5-SDRAM 2 TB SSD NVIDIA GeForce RTX 5060 Ti Windows 11 Home Tower PC Black
90YJ005GPL,Lenovo,NEW,1367.29,5,ON-SITE,Lenovo Legion T5 30AGB10 Ryzen 5 7600 32GB DDR5 5600 1TB SSD GeForce RTX 5060 Ti 8GB WLAN+BT No OS Eclipse Black
90YJ005JPL,Lenovo,NEW,1433.38,4,ON-SITE,Lenovo Legion T5 30AGB10 Ryzen 5 7600 32GB DDR5 5600 1TB SSD GeForce RTX 5060 Ti 8GB Wi-Fi + Bluetooth Windows 11 Eclipse Black
90YJ005KPL,Lenovo,NEW,1704.47,4,ON-SITE,Lenovo Legion T5 30AGB10 Ryzen 5 7600 32GB DDR5 5600 1TB SSD GeForce RTX 5070 12GB WLAN+BT Windows 11 Eclipse Black
90YE001NPL,Lenovo,NEW,1638.62,4,ON-SITE,Lenovo Legion T5 30IAX10 Intel Core Ultra 7 255HX 32 GB DDR5-SDRAM 2 TB SSD NVIDIA GeForce RTX 5060 Ti NoOS Tower PC Black
MAG Infinite S AI 2NVL5-012XEU,MSI,NEW,1241.87,4,ON-SITE,MSI MAG Infinite S AI 2NVL5-012XEU Core Ultra 5 225F 16GB DDR5 1TB SSD GeForce RTX 5060 8GB VENTUS 2X OC V1 AW-XB560NF (Wi-Fi 6E) Bluetooth 5.3 500W noOS Black 2Y
91DF004UPL,Lenovo,NEW,1794.4,3,ON-SITE,Lenovo LOQ Tower 26ADR10 Ryzen 7 8745HX 32GB DDR5 5200 1TB SSD GeForce RTX 5070 12GB Windows 11 Luna Grey / Eclipse Black
90YJ005FPL,Lenovo,NEW,1321.02,2,ON-SITE,Lenovo Legion T5 30AGB10 Ryzen 5 7600 32GB DDR5 5600 SSD1TB GeForce RTX 5060 8GB 500W NoOS Eclipse Black
90YJ002HPL,Lenovo,NEW,1892.74,2,ON-SITE,Lenovo Legion T5 30AGB10 Ryzen 7 7700X 32GB DDR5 5600 2TB SSD GeForce RTX 5070 12GB Windows 11 Eclipse Black
90AR00M2-M00080,ASUS,NEW,187.78,64,ON-SITE,ASUS NUC 14 Essential RNUC14MNK9700002 Black N97
90AS00I1-M00090,ASUS,NEW,4196.53,32,ON-SITE,ASUS ROG NUC RNUC15JNK9X28AA2 Intel Core Ultra 9 275HX 32 GB DDR5-SDRAM 2 TB SSD NVIDIA GeForce RTX 5080 Windows 11 Home USFF Mini PC Black
PN54-S1-S50015AL,ASUS,NEW,1000.8,32,ON-SITE,ASUS ExpertCenter PN54-S1-S50015AL AMD Ryzen™ 5 220 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Mini PC Black
JPT/L6/X600/65W,Asrock,NEW,198.32,26,ON-SITE,Asrock Jupiter X600 Mini PC
NEX60-BK/BV,Blackview,NEW,628.71,10,ON-SITE,Blackview NEX60 Intel® Core™ i5 210H 16 GB DDR4 512 GB SSD Windows 11 Pro Small Desktop PC Black
MP50-BK/BV,Blackview,NEW,459.93,7,ON-SITE,Mini PC Blackview MP50 AMD Ryzen 5 3500U/16GB/SSD 512GB/Win 11 Pro Black
MP20-BK/BV/V3,Blackview,NEW,403.01,6,ON-SITE,Blackview MP20 16GB SSD 512 GB Win 11 Pro - Mini PC Black
MP100Pro-16GB/512GB-BK/BV/V6,Blackview,NEW,419.34,3,ON-SITE,Mini PC Blackview MP100 Pro Ryzen 5 7430U 16GB SSD512 W11Pro grey
PB63-B3203AH,ASUS,NEW,710.36,2,ON-SITE,ASUS PB63-B3203AH Intel® Core™ i3 i3-14100 8 GB DDR5-SDRAM 256 GB SSD Windows 11 Pro Mini PC Black
9H7N5ET,Hewlett-Packard,NEW,692.55,200,ON-SITE,HP Pro 400 G9 Intel® Core™ i5 i5-12500 16 GB DDR5-SDRAM 512 GB SSD DVD-RW Windows 11 Pro SFF PC Black
BTO101_QVS1260_EMEA,Dell,NEW,782.54,149,ON-SITE,DELL Pro QVS1260 Intel Core Ultra 5 225 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Slim PC PC Black
BY7F0ET,Hewlett-Packard,NEW,628.3,124,ON-SITE,HP Pro Mini 400 G9 Intel® Core™ i5 i5-12500T 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Mini PC Black
B6ZA8ET,Hewlett-Packard,NEW,641.36,109,ON-SITE,HP Pro Tower 290 G9 PCI Intel® Core™ i5 i5-12400 16 GB DDR4-SDRAM 512 GB SSD Windows 11 Pro PC
12XD000RPB,Lenovo,NEW,715.41,83,ON-SITE,Lenovo ThinkCentre neo 50s Gen 5 Intel® Core™ i5 i5-13400 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro SFF PC Black Grey
BTO005B_QVT1260_EMEA,Dell,NEW,700.88,80,ON-SITE,DELL Pro QVT1260 Intel® Core™ i5 i5-14500 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Desktop PC Black
BTO001_QVT1260_EMEA,Dell,NEW,578.68,50,ON-SITE,DELL Pro QVT1260 Intel® Core™ i3 i3-14100 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Desktop PC Black
BY7D8ET,Hewlett-Packard,NEW,696.83,50,ON-SITE,HP ProDesk 2 Tower G1a E AI AMD Ryzen™ 7 8700G 16 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro PC Black
B6ZD0ET,Hewlett-Packard,NEW,628.65,49,ON-SITE,HP ProDesk 2 Tower G1i E Desktop PC Intel® Core™ i5 i5-14400 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro
91CF0034PL,Lenovo,NEW,747.11,48,ON-SITE,Lenovo IdeaCentre Tower 08IAS10 Ultra 5 225 16GB DDR5 5600 512GB SSD Intel Graphics WLAN+BT W11 Pro Cloud Grey 3-year On-site
13DK000YPB,Lenovo,NEW,727.55,43,ON-SITE,Lenovo ThinkCentre neo 30s Gen 5 Intel® Core™ i5 i5-13420H 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro SFF PC Black Grey
BTO003_QVS1260_EMEA,Dell,NEW,621.28,41,ON-SITE,DELL Pro QVS1260 Intel® Core™ i5 i5-14400 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Slim PC PC Black
B6ZC5ET,Hewlett-Packard,NEW,591.22,41,ON-SITE,HP ProDesk 2 SFF G1i E Intel® Core™ i5 i5-14400 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro PC Black
13B9000MPB,Lenovo,NEW,764.07,33,ON-SITE,Lenovo ThinkCentre neo 50q Gen 5 Intel Core 5 210H 16 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro Mini PC PC Black
BTO102_QVS1260_EMEA,Dell,NEW,810.2,32,ON-SITE,DELL Pro QVS1260 Intel Core Ultra 5 225 16 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro Slim PC PC Black
13DM001VPB,Lenovo,NEW,1003.74,28,ON-SITE,Lenovo ThinkCentre neo 50s Gen 6 Intel Core Ultra 7 265 16 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro SFF PC Black
9H7N2ET,Hewlett-Packard,NEW,613.38,25,ON-SITE,HP Pro 400 G9 Intel® Core™ i5 i5-14500 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro SFF PC Black
BTO004B_QVT1260_EMEA,Dell,NEW,622.38,24,ON-SITE,DELL Pro QVT1260 Intel® Core™ i5 i5-14500 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Desktop PC Black
91CF0031PL,Lenovo,NEW,861.98,23,ON-SITE,Lenovo IdeaCentre Tower 08IAS10 Ultra 5 225 16GB DDR5 5600 1TB SSD Intel Graphics WLAN+BT W11Pro Cloud Grey 3-year On-site
BTO003_QVS1260_EMEA+DW316,Dell,NEW,640.59,23,ON-SITE,Dell Pro Slim Essential QVS1260 i5-14400 8GB 4800 512GB SSD Intel UHD 730 WLAN+BT Keyboard+Mouse Windows 11 Pro + USB DVD Drive-DW316 3-year Pro Support
91CF0033PL,Lenovo,NEW,786.31,21,ON-SITE,Lenovo IdeaCentre Tower 08IAS10 Ultra 5 225 32GB DDR5 5600 1TB SSD Intel Graphics WLAN+BT No OS Cloud Grey 3-year On-site
91CF0032PL,Lenovo,NEW,1015.84,18,ON-SITE,Lenovo IdeaCentre Tower 08IAS10 Ultra 5 225 32GB DDR5 5600 1TB SSD Intel Graphics WLAN+BT W11 Pro Cloud Grey 3-year On-site
13DM000MPB,Lenovo,NEW,781.41,16,ON-SITE,Lenovo ThinkCentre neo 50s Gen 6 Intel Core Ultra 5 225 16 GB DDR5-SDRAM 512 GB SSD SFF PC Black
13DK0016PB,Lenovo,NEW,791.11,16,ON-SITE,Lenovo ThinkCentre neo 30s Gen 5 Intel® Core™ i7 i7-13620H 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro SFF PC Black Grey
BTO101_QVT1260_EMEA,Dell,NEW,798.54,16,ON-SITE,DELL Pro QVT1260 Copilot+ PC Intel Core Ultra 5 225 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Desktop PC Black
91CF0035PL,Lenovo,NEW,620,15,ON-SITE,Lenovo IdeaCentre Tower 08IAS10 Ultra 5 225 16GB DDR5 5600 512GB SSD Intel Graphics WLAN+BT No OS Cloud Grey 3-year On-site
BTO005_QVS1260_EMEA,Dell,NEW,774.96,14,ON-SITE,DELL Pro QVS1260 Intel® Core™ i5 i5-14400 16 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro Slim PC PC Black
13BD0049PB,Lenovo,NEW,907.12,14,ON-SITE,Lenovo ThinkCentre neo 50t Gen 6 Intel Core Ultra 7 265 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Tower PC Black
13DM002LPB,Lenovo,NEW,686.09,12,ON-SITE,Lenovo ThinkCentre neo 50s G6 SFF Ultra 3 205 16GB DDR5 5600 512GB SSD Intel Graphics DVD-RW WLAN+BT Windows 11 Pro Raven Black 3-year OnSite
13B9000UPB,Lenovo,NEW,954.79,11,ON-SITE,Lenovo ThinkCentre neo 50q Gen 5 Intel Core 7 240H 32 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro Mini PC Black
91B20045PL,Lenovo,NEW,638.28,10,ON-SITE,Lenovo IdeaCentre Mini 01IRH10R Core 5 210H 16GB DDR5 5600 SSD512 Intel Graphics WLAN+BT LAN W11Pro Luna Grey 3Y OnSite
BTO001_QVT1260_EMEA,Dell,NEW,586.07,10,ON-SITE,DELL Pro QVT1260 Intel® Core™ i3 i3-14100 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Desktop PC Black
12UD001MPB,Lenovo,NEW,616.36,6,ON-SITE,Lenovo ThinkCentre neo 50t Intel® Core™ i3 i3-14100 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Tower PC Black Grey
Larkbox-X-P-K1,CHUWI,NEW,345.59,6,ON-SITE,PC Chuwi Larkbox-X-P-K1 i3-1220P 8GB SSD256 BT W11Pro
9H7M7ET,Hewlett-Packard,NEW,630.18,5,ON-SITE,HP Pro Tower 400 G9 PCI Intel® Core™ i5 i5-14500 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro PC Black
G700TF-07265F421W,ASUS,NEW,1949.69,5,ON-SITE,ASUS G700TF-07265F421W Ultra 7 265F 32GB DDR5 SSD 1TB GeForce RTX 5070 PRIME 12GB Wi-Fi 6 Bluetooth 5.4 2.5GB LAN 850W Windows 11 Black 2-year on-site warranty
BTO004B_QVT1260_EMEA,Dell,NEW,622.75,5,ON-SITE,DELL Pro QVT1260 Intel® Core™ i5 i5-14500 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Desktop PC Black
90XW007WPL,Lenovo,NEW,605.78,5,ON-SITE,Lenovo IdeaCentre Tower 08IRH9 Intel® Core™ i5 i5-13420H 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro SFF PC Grey
ATAGB10-9001,Gigabyte,NEW,5640.64,4,ON-SITE,Gigabyte AI TOP ATOM ATAGB10-9001 AI Supercomputer
12XD000CPB,Lenovo,NEW,796.02,4,ON-SITE,Lenovo ThinkCentre neo 50s Gen 5 Intel® Core™ i5 i5-14400 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro SFF PC Black Grey
13B9001FPB,Lenovo,NEW,856.83,4,ON-SITE,Lenovo ThinkCentre neo 50q Gen 5 Intel Core 5 210H 32 GB DDR5-SDRAM 1 TB SSD Windows 11 Pro Mini PC Black
AuBox-X-P,CHUWI,NEW,704.01,4,ON-SITE,PC Chuwi AuBox-X-P Ultra 7 256V 16GB 1TB BT LAN W11Pro
91CF0037PL,Lenovo,NEW,905.92,4,ON-SITE,Lenovo IdeaCentre Tower 08IAS10 Ultra 5 225 16GB DDR5 5600 1TB SSD Intel Graphics No OS Cloud Grey 3-year On-site
90W2008RPL+GX30L66303,Lenovo,NEW,640.79,4,ON-SITE,Lenovo IdeaCentre Mini 01IRH8 i5-13420H 16GB DDR4 3200 SSD512 Intel UHD Graphics W11Pro Cloud Grey + klawiatura i mysz Lenovo 100 Wireless Combo
QE-AP13620-16GB/1TB,Qoobe,NEW,616.05,3,ON-SITE,Mini PC Qoobe AP13620 i7-13620H/16GB/SSD 1TB/Win 11 Pro black
QE-AP1215U-16GB/1TB,Qoobe,NEW,462.04,3,ON-SITE,Mini PC Qoobe AP1215U i3-1215U/16GB/SSD 1TB/Win 11 Pro black
BTO502_QCM1255_EMEA,Dell,NEW,612.52,3,ON-SITE,DELL Pro QCM1255 AMD Ryzen™ 3 PRO 8300GE 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Micro PC Mini PC Black
BTO522_QCT1255_EMEA,Dell,NEW,732.61,3,ON-SITE,DELL Pro QCT1255 AMD Ryzen™ 5 8600G 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Tower PC Black
12YH001WPB,Lenovo,NEW,870.61,2,ON-SITE,Lenovo ThinkCentre M70t Gen 6 Intel Core Ultra 5 235 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Tower PC Black
AuBox-P-K1,CHUWI,NEW,593.93,2,ON-SITE,Chuwi AuBox-P-K1 PC Ryzen 7 8745HS/16GB/512GB SSD/BT/Win11 Pro
BTO503_QCT1255_EMEA,Dell,NEW,544.49,2,ON-SITE,DELL Pro QCT1255 AMD Ryzen™ 3 8300G 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Tower PC Black
QE-AP13620-16GB/512GB,Qoobe,NEW,561.05,2,ON-SITE,Mini PC Qoobe AP13620 i7-13620H/16GB/SSD 512GB/Win 11 Pro black
QE-U155H-16GB/512GB,Qoobe,NEW,748.02,1,ON-SITE,Qoobe U155H Mini PC with Core Ultra 7 155H/16GB/512GB SSD/Windows 11 Pro black (branded as Morefine)
BTO107_QCM1250_EMEA,Dell,NEW,1089.14,1,ON-SITE,DELL Pro QCM1250 Intel Core Ultra 7 265T 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Micro PC Mini PC Black
BTO001_QVS1260_EMEA,Dell,NEW,532.97,1,ON-SITE,DELL Pro QVS1260 Intel® Core™ i3 i3-14100 8 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Slim PC PC Black
CWI601K2,CHUWI,NEW,480.04,1,ON-SITE,Chuwi CoreBox CWI601K2 I5-12450H 16GB SSD512 BT WIN11 Pro Black
BTO513_QCM1255_EMEA,Dell,NEW,718.47,1,ON-SITE,DELL Pro QCM1255 AMD Ryzen™ 5 PRO 8600GE 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Micro PC Mini PC Black
13DM002APB,Lenovo,NEW,957.35,1,ON-SITE,Lenovo ThinkCentre Neo 50s SFF Ultra 7 265 16GB DDR5 5600 512GB SSD Intel Graphics DVD-RW Windows 11 Pro Raven Black 3-year On-site warranty
Y-247A,UNITEK,NEW,9.18,17,ON-SITE,UNITEK Y-247A audio converter Silver
CDKHB,Vention,NEW,8.44,15,ON-SITE,Vention USB External Sound Card 0.15M Gray Metal Type
CDRBF,Vention,NEW,12.46,5,ON-SITE,Vention 1m USB 2.0 external sound card
VAB-S17-B,Vention,NEW,5.11,5,ON-SITE,Vention USB External Sound Card Black Metal Type
88551,Medisana,NEW,16.1,54,ON-SITE,Medisana CM 400 LED table mirror
AD 2159,Adler,NEW,13.98,8,ON-SITE,Adler AD 2159 makeup mirror Freestanding Chrome
23603,Medisana,NEW,7.09,7,ON-SITE,Ecomed 23603 makeup mirror Freestanding Round White
88554,Medisana,NEW,16.74,5,ON-SITE,Medisana 2-in-1 cosmetic mirror CM 835
PC-MPS 3004,PROFICARE,NEW,18.66,36,ON-SITE,Manicure/pedicure implement Set ProfiCare PC-MPS 3004
155160,CURVER,NEW,18.7,200,ON-SITE,Curver R034721 step stool Polypropylene (PP) Grey Red
TL-WN781ND,TP-LINK,NEW,9.34,151,ON-SITE,TP-Link TL-WN781ND network card Internal WLAN 150 Mbit/s
Archer TX55E,TP-LINK,NEW,30.7,122,ON-SITE,TP-Link ARCHER TX55E network card WLAN / Bluetooth 2402 Mbit/s
Archer TX3000E,TP-LINK,NEW,42.01,94,ON-SITE,TP-Link Archer TX3000E Internal WLAN / Bluetooth 2402 Mbit/s
TL-WN881ND,TP-LINK,NEW,12.01,78,ON-SITE,TP-Link TL-WN881ND network card Internal WLAN 300 Mbit/s
Archer TX20E,TP-LINK,NEW,28.54,64,ON-SITE,TP-Link AX1800 Wi-Fi 6 Bluetooth 5.2 PCIe Adapter
MA86XE,MERCUSYS,NEW,25.09,49,ON-SITE,Mercusys AXE5400 Wi-Fi 6E Bluetooth 5.2 PCIe Adapter
Archer T2E,TP-LINK,NEW,18.01,47,ON-SITE,TP-Link Archer T2E Internal WLAN 433 Mbit/s
Archer T4E,TP-LINK,NEW,21.77,41,ON-SITE,TP-Link Archer T4E Internal WLAN 867 Mbit/s
ARCHER TX50E,TP-LINK,NEW,30.7,39,ON-SITE,TP-LINK AX3000 Wi-Fi 6 Bluetooth 5.0 PCIe Adapter
Archer TXE72E,TP-LINK,NEW,35.3,37,ON-SITE,TP-Link AXE5400 Wi-Fi 6E Bluetooth 5.3 PCIe Adapter
PCE-AX1800,ASUS,NEW,24.21,34,ON-SITE,ASUS PCE-AX1800 BT5.2 Internal WLAN / Bluetooth 1775 Mbit/s
WE9300 1.0,CUDY,NEW,39.37,27,ON-SITE,Cudy WE9300 network card Internal WLAN / Bluetooth 5765 Mbit/s
TBE550E,TP-LINK,NEW,83.59,4,ON-SITE,TP-Link Archer BE9300 Wi-Fi 7 Bluetooth 5.4 PCIe Adapter
PCE-BE92BT,ASUS,NEW,51.65,3,ON-SITE,ASUS PCE-BE92BT WLAN / Bluetooth 5764 Mbit/s
WE9300S,CUDY,NEW,40.75,1,ON-SITE,Cudy WE9300S network card Internal WLAN / Bluetooth 5765 Mbit/s
TL-WN725N,TP-LINK,NEW,6.15,200,ON-SITE,TP-Link TL-WN725N network card WLAN 150 Mbit/s
Archer T2U,TP-LINK,NEW,9.26,200,ON-SITE,TP-LINK Archer T2U V3 WLAN 433 Mbit/s
USB-BT500,ASUS,NEW,6.52,200,ON-SITE,ASUS USB-BT500 network card Bluetooth 3 Mbit/s
T2U Nano,TP-LINK,NEW,9.53,191,ON-SITE,TP-Link Archer T2U Nano WLAN 433 Mbit/s
TL-WN823N,TP-LINK,NEW,7.77,185,ON-SITE,TP-Link TL-WN823N network card WLAN 300 Mbit/s
MU6H,MERCUSYS,NEW,8.43,149,ON-SITE,Mercusys AC650 High Gain Wireless Dual Band USB Adapter
MA30H,MERCUSYS,NEW,10.68,144,ON-SITE,Drahtlose USB-Netzwerkkarte MERCUSYS MA30H AC1300 Dual Band Black
Archer TXE70UH,TP-LINK,NEW,39.36,141,ON-SITE,TP-Link Archer AXE5400 Wi-Fi 6E High Gain Wireless USB Adapter
MA72XH,MERCUSYS,NEW,17.62,139,ON-SITE,Mercusys MA72XH network card
Archer TX20U Plus,TP-LINK,NEW,26.12,116,ON-SITE,TP-Link AX1800 Dual Antennas High Gain Wireless USB Adapter
TL-WN821N,TP-LINK,NEW,7.93,116,ON-SITE,TP-Link TL-WN821N network card WLAN 300 Mbit/s
WU6500,CUDY,NEW,25.74,101,ON-SITE,CUDY WU6500 network card
USB-AC53 Nano,ASUS,NEW,16.33,96,ON-SITE,ASUS USB-AC53 Nano WLAN 867 Mbit/s
ARCHER T2U PLUS,TP-LINK,NEW,11.79,95,ON-SITE,TP-Link Archer T2U Plus Internal WLAN 600 Mbit/s
TL-WN722N,TP-LINK,NEW,9.6,92,ON-SITE,TP-Link TL-WN722N network card WLAN 150 Mbit/s
TX10UB Nano,TP-LINK,NEW,16.02,89,ON-SITE,TP-Link Archer TX10UB Nano Bluetooth 600 Mbit/s
MA14N,MERCUSYS,NEW,5.98,87,ON-SITE,Mercusys MA14N network card
Archer TX20U,TP-LINK,NEW,23.15,66,ON-SITE,TP-Link Archer AX1800 Dual Band Wi-Fi 6 Wireless USB Adapter
Archer T3U Plus,TP-LINK,NEW,16.11,64,ON-SITE,NETWORK CARD TP-LINK ARCHER T3U PLUS
ARCHER T4U Plus,TP-LINK,NEW,24.24,63,ON-SITE,TP-LINK Archer T4U Plus WLAN 1300 Mbit/s
TX50UH,TP-LINK,NEW,36.89,51,ON-SITE,Outdoor network adapter TP-Link Archer TX50UH WLAN 3000 Mbit/s
Archer TX35U Plus,TP-LINK,NEW,24.23,46,ON-SITE,TP-LINK ARCHER TX35U PLUS NETWORK CARD
TL-WN822N,TP-LINK,NEW,12.3,46,ON-SITE,TP-LINK TL-WN822N WLAN 300 Mbit/s
Archer TX1U Nano,TP-LINK,NEW,8.17,43,ON-SITE,TP-LINK ARCHER TX1U NANO NETWORK CARD
Archer T3U Nano,TP-LINK,NEW,13.59,38,ON-SITE,TP-Link AC1300 Nano Wireless MU-MIMO USB Adapter
MW300UM,MERCUSYS,NEW,6,34,ON-SITE,Mercusys N300 Wireless Mini USB Adapter
Archer TX20U Nano,TP-LINK,NEW,19.56,20,ON-SITE,TP-Link Archer AX1800 Nano Wi-Fi 6 Wireless USB Adapter
USB-BE92,ASUS,NEW,40.61,15,ON-SITE,ASUS USB-BE92 Nano WLAN 2882 Mbit/s
Archer TBE400UH,TP-LINK,NEW,72.9,2,ON-SITE,TP-Link Archer TBE400UH WLAN 2882 Mbit/s
MW300UH,MERCUSYS,NEW,9.1,2,ON-SITE,Mercusys 300Mbps High Gain Wireless USB Adapter
BCM957412A4120AC,BROADCOM,NEW,195.26,4,ON-SITE,Broadcom BCM957412A4120AC network card Internal 10000 Mbit/s
BCM957504-P425G,BROADCOM,NEW,473.02,3,ON-SITE,Broadcom BCM957504-P425G network card Internal Fiber 25000 Mbit/s
XGN100Cv3-ZZ0101F,ZyXEL,NEW,74.8,3,ON-SITE,Zyxel XGN100C v3 10G RJ45 PCIe network card
E10M20-T1,Synology,NEW,270.15,2,ON-SITE,Synology E10M20-T1 interface cards/adapter Internal PCIe
E10G22-T1-Mini,Synology,NEW,139.29,1,ON-SITE,Synology E10G22-T1-Mini Internal Ethernet 10000 Mbit/s
TX201,TP-LINK,NEW,17.17,200,ON-SITE,TP-Link 2.5 Gigabit PCIe Network Adapter
TX401,TP-LINK,NEW,81.06,113,ON-SITE,TP-Link TX401 network card Internal Ethernet 10000 Mbit/s
TG-3468,TP-LINK,NEW,9.01,81,ON-SITE,TP-Link TG-3468 Internal Ethernet 2000 Mbit/s
PE25,CUDY,NEW,10.33,52,ON-SITE,Cudy PE25 network card Internal Ethernet 2500 Mbit/s
WE3000S,CUDY,NEW,28.55,35,ON-SITE,Cudy WE3000S network card Internal WLAN / Bluetooth 2400 Mbit/s
UE300,TP-LINK,NEW,10.04,164,ON-SITE,TP-Link UE300 network card Ethernet 1000 Mbit/s
UE300C,TP-LINK,NEW,11.13,148,ON-SITE,TP-LINK UE300C network card Ethernet 10000 Mbit/s
UE300,TP-LINK,NEW,10.04,141,ON-SITE,TP-Link UE300 network card Ethernet 1000 Mbit/s
Archer T3U,TP-LINK,NEW,13.59,66,ON-SITE,TP-Link Archer T3U WLAN 867 Mbit/s
UE200,TP-LINK,NEW,7.61,56,ON-SITE,TP-Link UE200 network card Ethernet 100 Mbit/s
WU650,CUDY,NEW,5.98,50,ON-SITE,Cudy WU650 network card WLAN 433 Mbit/s
WU1300S,CUDY,NEW,10.57,33,ON-SITE,Cudy WU1300S network card WLAN 867 Mbit/s
WU1400,CUDY,NEW,13.3,14,ON-SITE,Cudy WU1400 network card WLAN 867 Mbit/s
UE306,TP-LINK,NEW,10.04,5,ON-SITE,TP-Link USB 3.0 to Gigabit Ethernet Network Adapter
196388518067,Microsoft,NEW,47.74,200,ON-SITE,Microsoft Xbox Wireless Controller Pink White Bluetooth Gamepad Analogue / Digital Xbox Series S Android Xbox Series X iOS PC
QAU-00012,Microsoft,NEW,48.53,197,ON-SITE,Microsoft Xbox Wireless Controller Red Bluetooth/USB Gamepad Analogue / Digital Xbox Xbox One Xbox Series S Xbox Series X
196388518265,Microsoft,NEW,47.51,180,ON-SITE,Microsoft EP2-29944 Gaming Controller Black Bluetooth/USB Gamepad Analogue / Digital Android PC Xbox One Xbox Series S Xbox Series X iOS
4IK00002,Microsoft,NEW,117.38,154,ON-SITE,Microsoft Xbox Elite Wireless Series 2 – Core Black White Bluetooth/USB Gamepad Analogue / Digital PC Xbox One
0711719025962,Sony,NEW,59.79,145,ON-SITE,Sony PlayStation PS5 DualSense Wireless Controller Midnight Black+USB cable
711719023074,Sony,NEW,59.44,112,ON-SITE,Wireless controller Sony PlayStation 5 DualSense gamepad Galactic Purple
711719575900,Sony,NEW,59.79,111,ON-SITE,SONY Playstation Dualsense Controller PS5 Black
0196388601080,Microsoft,NEW,78.5,110,ON-SITE,Microsoft Forza Horizon 6 Limited Edition Xbox Controller Multicolour Bluetooth Gamepad Android PC Xbox One Xbox Series S Xbox Series X iOS
